,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolMR,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,D_OH,D_NH2,D_O-CH3,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D-§Ý C=C,D-§Ý C¡ÔC,D-§Ý Ring,§Ý_1§Ý,§Ý_2,§Ý_3,§Ý_4,§Ý_5,§Ý_6,§Ý_7,§Ý_8,§Ý_9,§Ý_C=C,§Ý_C¡ÔC,§Ý_A_C=C,§Ý_A Ring,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,C_§Ý,C_D,C_A,C,D->C=C<,D-N(6ring),D-N(5ring),D-N<(-Ring),D-N<(Ring),A->C=C<,A-CN3,A-N(TCF),A-N(6ring),A-N(5ring),A-C=O,A-C=C,pai-N(Thiophene),pai-N(Thiazole),pai-N(benzene),,,,
CC(/C1=C\C2=CC=C(S2)/C=C3S(=O)(C4=CC=CC=C4C\3=C(C#N)/C#N)=O)(C5=CC=CC=C5N1C)C,1.604,1656.848,24.957,19.403,21.036,16.695,10.962,13.261,8.953,11.986,6.596,9.411,4.884,7.567,9.837,18.942,26.362,5.563,15.451,28.654,24.275,30.338,50.07,0,495.108,0.143,-3.91,96082949.14,22.861,8.094,3.439,208.655,13.34,0.347,13.34,0.207,0.011,0.207,-3.852,-0.347,139.918,172,4.9,17.712,0,9.837,0,0,0,8.418,10.524,11.337,50.246,41.981,44.738,9.801,8.418,44.587,10.524,0,0,24.158,11.948,97.72,12.138,84.96,-2.387,26.679,59.375,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,8,15,1,1,1,0,1,1,2,0,1,1,0,1,1,0,0,9.8748,553.01,2.190026672,10.55741196
N#C/C(C#N)=C/C1=CN=C(N=C1)C2=CC=C(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C=C2,1.663,1334.158,24.623,19.213,19.213,17.143,10.675,10.675,7.4,7.4,5.269,5.269,3.487,3.487,0,0,5.573,11.388,34.125,6.076,26.613,84.935,14.868,19.998,459.17,0.071,-5.14,107857565.3,23.033,10.651,5.269,203.314,8.91,0.497,8.91,0.159,0.003,0.159,0.003,-0.497,134.458,170,14.374,29.211,5.824,0,0,0,0,9.968,10.524,0,0,78.872,40.583,14.22,9.474,23.138,10.524,9.968,0,0,19.12,96.327,35.025,95.06,0,0,81,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,14,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,11.6957,475.5,2.255714955,10.53734172
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(S3)/C=C/C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)=O,1.171,2157.905,28.631,22.282,23.099,20.657,13.433,14.249,9.941,11.088,7.534,8.532,5.638,6.495,0,15.318,11.356,22.273,21.005,21.806,35.612,30.338,89.516,0,555.141,0,-5.75,8933580971,25.233,10.336,4.174,246.182,13.19,0.309,13.19,0.194,0.055,0.194,-0.169,-0.309,170.923,196,4.567,17.712,5.783,0,0,0,4.795,0,10.524,11.337,78.872,59.677,42.924,11.033,4.795,62.727,10.524,4.567,0,0,0,146.785,17.826,69.58,1.545,2.298,89.324,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,7,20,2,3,1,0,1,1,2,0,1,1,1,1,1,0,0,5.8648,653.72,2.291987731,10.5330536
CC(C/1)(C)CC(/C=C/C2=CC=C(N(C)C)C=C2)=CC1=C/C=C/C=C(C#N)C#N,2.172,905.49,20.571,17.107,17.107,13.325,9.366,9.366,7.987,7.987,4.561,4.561,3.239,3.239,0,0,10.988,0,12.842,28.473,6.076,32.31,67.317,10.524,369.22,0.28,-3.3,1236325.884,21.005,9.582,6.453,168.456,8.763,0.378,8.763,0.129,0.109,0.129,0.109,-0.378,117.433,142,4.9,17.712,0,0,0,0,0,0,10.524,0,62.436,53.175,19.783,0,0,11.763,10.524,0,5.415,26.689,18.995,83.004,12.138,50.82,0,0,61.583,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,11,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,15.3505,513.46,2.280395681,10.50028232
CN(C)C1=CC=C(C#CC2=CC=C(C(C=C3)=CC=C3C(/C=C(C#N)\C#N)=C(C#N)\C#N)C=C2)C=C1,1.839,1482.124,25.209,19.242,19.242,16.981,10.554,10.554,7.64,7.64,5.172,5.172,3.255,3.255,0,10.524,16.719,5.563,27.941,6.076,24.271,91.797,11.841,10.524,449.164,0.067,-5.54,68020773.84,24.109,11.362,6.035,204.875,9.287,0.378,9.287,0.137,0.167,0.137,-0.183,-0.378,136.082,164,4.9,35.423,0,0,0,0,0,0,21.048,0,48.239,59.165,36.483,0,0,11.26,21.048,0,0,0,18.995,106.709,47.245,98.4,0,0,86,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,3,6,16,0,1,0,1,0,0,4,0,0,0,0,0,0,0,2,9.4801,489.77,1.069298578,10.47473203
NC1=CC=C(/C=C/C2=CC=C(C(C(C)(C(F)(F)F)O/3)=C(C#N)C3=C(C#N)/C#N)C=C2)C=C1,2.083,1249.49,23.518,16.735,16.735,15.14,9.238,9.238,7.045,7.045,4.968,4.968,3.247,3.247,34.256,18.433,5.563,11.251,12.487,24.271,36.411,18.209,0,20.994,432.12,0.125,-4.48,11139893.96,22.211,8.335,3.925,181.921,13.974,0.47,13.974,0.432,0.094,0.432,-4.907,-0.47,112.554,158,10.471,23.781,11.332,5.601,0,6.176,0,0,28.957,0,48.55,35.747,11.26,0,17.908,23.413,15.786,0,0,18.701,5.734,82.127,18.208,106.62,0,41.922,52.911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,12,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,16.4931,427.29,2.405051035,10.47360626
O=C(C1=CSC=C1C/2=O)C2=C\C3=NC4=C(C=C(/C=C/C5=CC=C(C=C5)N(C6=C7SC=C6)C8=C7SC=C8)C=C4)S3,1.057,2081.688,26.087,20.082,23.348,19.136,12.154,15.673,9.225,12.863,6.934,10.614,5.053,8.759,0,9.589,17.14,16.135,27.031,43.107,39.51,12.133,74.928,0,576.009,0,-3.95,2489183836,22.982,8.79,3.638,237.976,12.625,0.307,12.625,0.198,0.204,0.198,-0.207,-0.307,166.04,186,4.567,5.008,11.566,0,0,0,9.589,4.984,11.337,34.01,30.351,64.361,27.574,36.223,9.589,105.792,0,9.551,0,0,0,108.952,5.687,51.96,6.455,2.335,74.543,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,4,17,2,1,3,0,1,1,0,0,0,2,2,1,0,1,1,2.3403,607.79,2.243088873,10.47154487
N#CC(C#N)=CC(C=C1)=CC=C1/C=C/C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2,1.308,1611.919,26.865,21.275,21.275,19.229,12.642,12.642,8.957,8.957,6.355,6.355,4.343,4.343,0,0,5.573,0,44.879,0,6.076,48.537,114.114,10.524,499.205,0,-5.64,1132256939,25.028,12.065,6.2,229.015,8.911,0.311,8.911,0.13,0.095,0.13,0.095,-0.311,161.134,184,4.9,17.712,0,0,0,0,0,0,10.524,0,109.214,70.291,17.062,0,0,35.29,10.524,0,0,0,4.9,155.724,23.265,50.82,0,0,84,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,2,19,0,3,0,1,0,0,2,0,0,0,0,0,0,0,2,10.0119,577.39,2.225183782,10.46976955
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(C=C3)C4=CN=C(N=C4)/C=C/C5=CC=C(N6C7=CC=CC=C7C8=C6C=CC=C8)C=C5)=O,0.998,2538.976,33.321,26.078,26.078,24.123,15.726,15.726,11.653,11.653,8.812,8.812,6.464,6.464,0,15.318,11.356,28.098,27.941,21.806,42.735,48.556,87.331,0,627.206,0,-7.15,3.28E+11,29.265,12.223,5.204,282.038,13.217,0.309,13.217,0.194,0.08,0.194,-0.2,-0.309,194.072,228,4.567,17.712,11.608,0,0,0,4.795,9.968,10.524,0,103.138,58.671,51.127,11.033,4.795,51.39,10.524,14.535,0,0,0,172.945,28.953,95.36,0,2.296,106.371,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,7,24,2,3,1,0,1,1,2,0,1,1,1,1,0,0,1,4.0934,698.44,2.110433372,10.45996791
CC(O/C1=C(C#N)/C#N)(C(/C=C/C2=NC=C(S2)/C=C/C3=CN=C(N=C3)C4=CC=C(C=C4)N(C5=C6SC=C5)C7=C6SC=C7)=C1C#N)C(F)(F)F,1.073,2444.938,34.338,25.058,27.507,23.645,14.303,16.879,10.721,13.647,7.826,10.726,5.363,8.025,34.256,28.957,0,15.709,29.814,49.984,59.485,12.133,54.545,4.737,705.069,0.086,-5.85,1.51E+11,31.734,12.308,5.5,288.098,14.081,0.47,14.081,0.432,0.363,0.432,-4.943,-0.47,184.073,238,9.304,28.788,17.157,5.601,0,6.176,0,14.952,28.957,34.01,12.152,66.234,45.855,20.433,17.908,72.672,15.786,19.519,0,18.701,0,109.752,35.283,124.2,4.686,44.502,78.146,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,5,19,2,1,3,0,1,0,3,1,0,1,0,0,0,1,0,10.6067,679.02,1.569389408,10.45776142
O=C(C1=CSC=C1C/2=O)C2=C\C3=CN=C(N=C3)/C=C/C4=CC=C(C=C4)N(C5=C6SC=C5)C7=C6SC=C7,1.107,1782.102,24.225,18.543,20.993,17.67,11.102,13.804,8.32,10.896,6.196,8.911,4.459,7.205,0,9.589,17.14,22.515,11.251,31.77,51.903,12.152,61.693,0,521.033,0,-3.98,482983393,21.315,8.304,3.339,216.873,12.464,0.307,12.464,0.198,0.168,0.198,-0.233,-0.307,148.452,172,4.567,0,17.391,0,0,0,9.589,9.968,11.337,22.674,18.209,52.741,45.532,26.006,9.589,84.238,0,14.535,0,0,0,103.963,5.687,64.85,4.926,2.306,71.935,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,4,16,2,1,3,0,1,1,0,0,0,2,2,1,0,0,0,2.2849,536.44,2.353920843,10.44505178
O=[N+](C(S1)=CC2=C1/C(CC2)=C3CCC4=C\3SC(/C=C/C5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7)=C4)[O-],1.136,1724.467,27.053,21.748,23.381,19.636,13.448,15.081,10.088,12.202,7.625,10.016,5.755,8.094,0,10.114,9.924,0,58.749,37.801,6.066,23.47,95.915,0,558.144,0.118,-4.26,3371088371,24.758,10.375,4.593,240.882,11.299,0.324,11.299,0.324,0.257,0.311,-0.257,-0.311,168.801,196,4.9,0,0,0,0,5.001,10.114,0,0,11.337,65.944,102.06,37.76,4.923,4.923,68.035,0,0,0,25.683,4.9,138.498,0,46.38,3.189,0,80.478,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,9,1,15,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,9.1776,633.84,2.251197865,10.44219013
O=C(/C1=C/C2=NC=C(C3=CC=C(N(C4C5SC=C4)C6=C5SC=C6)C=C3)S2)C7=CSC=C7C1=O,1.168,1472.412,22.104,16.927,20.193,16.187,10.312,13.894,7.941,11.747,6.162,10.16,4.599,8.55,0,9.589,17.14,27.426,10.441,38.925,16.836,29.296,57.08,0,501.994,0.08,-2.78,110050047.1,19.668,7.362,2.912,205.472,12.544,0.332,12.544,0.198,0.201,0.198,-0.201,-0.332,138.225,160,4.9,5.008,11.566,0,0,0,9.589,4.984,11.337,34.435,18.209,40.627,38.648,27.429,9.589,74.79,0,4.984,0,11.292,4.9,90.738,10.441,50.27,6.605,0,64.728,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,4,12,2,1,3,0,1,1,0,0,0,2,2,1,0,1,0,3.0605,491.36,2.331825199,10.44114193
CC(C(/C=C/C1=CC=C(S1)C2=CC=C(C=C2)N(C3=C4SC=C3)C5=C4SC=C5)=C6C#N)(O/C6=C(C#N)/C#N)C,1.3,1887,26.441,20.35,22.8,18.445,11.675,14.25,9.128,12.076,6.493,9.564,4.725,7.579,5.601,15.786,16.905,5.573,21.005,20.433,34.01,44.204,63.861,4.737,546.064,0.1,-4.39,729741645,23.976,9.17,3.772,230.845,9.739,0.48,9.739,0.172,0.052,0.172,-0.827,-0.48,154.937,182,9.304,29.382,11.332,0,0,0,0,0,15.786,34.01,18.209,72.645,21.015,20.433,4.737,60.52,15.786,4.567,0,19.449,0,92.723,34.336,85.53,5.219,2.322,78.209,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,5,15,2,1,3,0,1,0,3,1,0,1,0,0,1,0,0,13.7139,591.93,2.234762189,10.43500723
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(C4=CN=C(N=C4)C#CC5=CC=C(C=C5)N(C6=C7SC=C6)C8=C7SC=C8)C=C3)=O,1.005,2526.888,31.907,24.43,26.063,23.123,14.534,16.294,10.726,12.558,8.057,10.028,5.854,7.792,0,15.318,11.356,28.098,27.941,20.433,65.409,48.537,61.402,0,637.103,0,-6.37,1.31E+11,28.128,11.526,4.844,277.008,13.194,0.307,13.194,0.205,0.083,0.205,-0.204,-0.307,186.878,218,4.567,17.712,5.783,5.824,0,0,4.795,9.968,10.524,22.674,54.451,75.845,45.918,20.433,4.795,60.539,10.524,14.535,0,0,0,147.307,40.794,95.36,3.545,2.293,99.496,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7,7,22,2,1,3,0,1,1,2,0,1,1,1,1,0,0,1,4.5566,684.31,2.05203774,10.42256175
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(C=C3)C4=CN=C(N=C4)C#CC5=CC=C(C=C5)N(C6=C7SC=C6)C8=C7SC=C8)=O,1.005,2526.888,31.907,24.43,26.063,23.123,14.534,16.294,10.726,12.558,8.057,10.028,5.854,7.792,0,15.318,11.356,28.098,27.941,20.433,65.409,48.537,61.402,0,637.103,0,-6.37,1.31E+11,28.128,11.526,4.844,277.008,13.194,0.307,13.194,0.205,0.083,0.205,-0.204,-0.307,186.878,218,4.567,17.712,5.783,5.824,0,0,4.795,9.968,10.524,22.674,54.451,75.845,45.918,20.433,4.795,60.539,10.524,14.535,0,0,0,147.307,40.794,95.36,3.545,2.293,99.496,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7,7,22,2,1,3,0,1,1,2,0,1,1,1,1,0,0,1,4.548,684.07,2.050405057,10.42069025
N#C/C(C#N)=C1OC(C)(C(C2=CC=C(/C=C/C3=CN=C(N=C3)C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)C=C2)=C/1C#N)C,1.098,2336.316,32.545,25.639,25.639,22.912,14.999,14.999,11.614,11.614,8.302,8.302,6.16,6.16,5.601,15.786,16.905,11.398,27.941,21.806,12.394,62.403,93.401,4.737,606.217,0.075,-6.75,72217900355,28.988,11.636,5.109,271.42,9.853,0.48,9.853,0.172,0.031,0.172,-0.874,-0.48,183.126,222,9.304,29.382,17.157,0,0,0,0,9.968,15.786,0,72.816,61.373,45.554,11.033,4.737,39.531,15.786,14.535,0,19.449,0,143.051,35.283,111.31,0,2.283,103.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,9,5,21,2,3,1,0,1,0,3,1,0,1,0,0,0,0,1,11.2055,662.26,2.129671821,10.40280029
O=C(C1=CSC=C1C/2=O)C2=C\C3=NC(Cl)=C(S3)C4=CC=C(C=C4)N(C5=C6SC=C5)C7C6SC=C7,1.197,1526.942,22.974,17.227,21.249,16.597,10.427,14.387,8.05,12.182,6.219,10.66,4.655,9.012,0,9.589,17.14,32.579,16.128,33.238,16.836,23.099,57.08,11.601,535.955,0.08,-2.49,159446198.8,20.847,7.761,2.994,215.776,12.596,0.332,12.596,0.198,0.155,0.198,-0.241,-0.332,143.235,166,4.9,10.161,11.566,0,0,0,9.589,4.984,11.337,34.435,29.81,40.627,32.452,27.429,9.589,86.39,0,4.984,0,11.292,4.9,89.694,10.441,50.27,12.929,0,62.182,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,4,12,2,1,3,0,1,1,0,0,0,2,2,1,0,1,0,2.6092,496.53,2.294654447,10.40126356
O=C(C1=CSC=C1C/2=O)C2=C\C3=NC=C(/C=C/C4=CN=C(N=C4)C5=CC=C(N6C7=CC=CC=C7C8=C6C=CC=C8)C=C5)S3,0.998,2183.297,28.915,22.469,24.102,21.136,13.562,15.321,10.106,11.944,7.525,9.179,5.453,7.026,0,9.589,17.14,21.959,21.691,44.479,35.427,12.152,92.315,0,592.103,0,-5.31,19722099680,25.404,10.2,4.355,253.51,12.55,0.309,12.55,0.198,0.176,0.198,-0.23,-0.309,173.806,204,4.567,5.008,17.391,0,0,0,9.589,14.952,11.337,11.337,42.474,48.55,72.941,16.607,9.589,74.274,0,19.519,0,0,0,134.295,17.075,77.74,2.771,2.285,88.611,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,4,20,2,3,1,0,1,1,0,0,0,2,2,1,0,1,0,1.3982,649.73,2.265592688,10.37063107
CCN(C1=CC=C2C=C(C3=CC=C(C=C3)C#CC4=CC=C(C=C4)[N+]([O-])=O)OC2=C1)CC,1.539,1272.479,21.794,17.462,17.462,15.067,10.225,10.225,7.136,7.136,5.231,5.231,3.476,3.476,4.923,10.114,5.687,0,52.197,12.133,12.133,24.265,54.854,4.417,410.163,0.154,-4.04,15850585.61,20.242,8.763,4.436,180.623,10.731,0.456,10.731,0.269,0.06,0.269,-0.418,-0.456,124.287,154,9.317,11.343,0,0,5.687,0,10.114,0,0,0,23.974,56.312,59.053,4.923,9.34,22.344,0,0,0,13.847,17.989,94.038,23.165,59.52,0,6.116,64.717,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,4,1,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,9.5698,448.25,2.288803999,10.3683464
N#C/C(C1=NC(C=C(/C=C/C2=CC=C(C=C2)N(C3=C4SC=C3)C5C4SC=C5)C=C6)=C6S1)=C(C#N)/C#N,1.241,1701.589,24.648,18.621,21.071,17.695,11.024,13.663,8.172,11.203,6.151,9.465,4.469,7.693,0,5.262,11.146,16.299,21.344,27.589,12.138,53.443,63.156,10.524,517.049,0.071,-4.13,371666068.9,22.341,9.148,3.714,219.722,9.411,0.332,9.411,0.15,0.018,0.15,-0.22,-0.332,148.467,170,4.9,34.361,0,0,0,0,0,4.984,15.786,34.435,36.427,52.247,10.565,27.196,0,73.752,15.786,4.984,0,11.292,4.9,91.98,18.208,87.5,5.042,0,76.292,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,12,2,1,3,0,1,0,3,0,0,0,0,0,0,1,0,8.2847,515.49,1.19038924,10.35976073
O=C(C1=CSC=C1C/2=O)C2=C\C3=CC=C(C=C3)/C=C/C4=CN=C(N=C4)C5=CC=C(C=C5)N(C6=C7SC=C6)C8=C7SC=C8,0.971,2127.512,28.208,21.853,24.302,20.636,13.173,15.875,9.908,12.483,7.389,10.104,5.273,8.02,0,9.589,17.14,16.951,27.941,31.77,39.51,48.811,61.693,0,597.064,0,-4.76,11675119630,24.989,9.954,4.112,251.93,12.538,0.307,12.538,0.198,0.194,0.198,-0.194,-0.307,173.888,200,4.567,0,17.391,0,0,0,9.589,9.968,11.337,22.674,36.418,64.361,51.095,26.006,9.589,84.238,0,14.535,0,0,0,127.968,17.075,64.85,4.949,2.312,83.239,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,7,4,20,2,1,3,0,1,1,0,0,0,2,2,1,0,0,1,3.4215,641.71,2.310899644,10.35124149
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CN=C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)N=C3)=O,1.232,2100.503,27.924,21.614,21.614,20.173,12.994,12.994,9.663,9.663,7.375,7.375,5.535,5.535,0,15.318,16.929,28.088,22.284,10.772,42.735,24.271,75.199,0,525.159,0,-6.11,5299743797,23.967,9.571,3.828,234.941,13.165,0.309,13.165,0.194,0.101,0.194,-0.233,-0.309,158.702,190,4.567,17.712,11.608,0,0,0,4.795,9.968,10.524,0,60.664,48.038,56.69,11.033,4.795,39.238,10.524,14.535,0,0,0,137.292,29.214,95.36,0,2.253,91.08,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,7,20,2,3,1,0,1,1,2,0,1,1,1,1,0,0,0,4.6011,549.74,2.087929557,10.33094765
O=C(/C1=C/C2=NC=C(S2)/C=C/C3=NC=C(C(C=C4)=CC=C4N5C6=CC=CC=C6C7=C5C=CC=C7)S3)C8=CSC=C8C1=O,1.017,2156.762,28.208,21.853,24.302,20.636,13.199,15.775,9.829,12.729,7.354,10.018,5.368,7.768,0,9.589,17.14,16.135,26.013,44.479,34.37,18.349,87.331,0,597.064,0,-4.76,11935763571,24.989,9.954,4.112,251.93,12.564,0.309,12.564,0.198,0.186,0.198,-0.22,-0.309,173.888,200,4.567,10.015,11.566,0,0,0,9.589,9.968,11.337,22.674,48.531,48.057,55.618,21.484,9.589,85.611,0,14.535,0,0,0,127.543,16.128,64.85,4.418,2.312,83.77,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,9,4,19,2,3,1,0,1,1,0,0,0,2,2,1,0,2,0,2.1123,638.09,2.253919004,10.32045665
O=C1C2=CSC=C2C(/C1=C\C3=CN=C(/C=C/C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)N=C3)=O,1.122,1855.412,25.639,20.036,20.853,18.67,12.133,13.076,9.085,9.828,6.799,7.543,4.954,5.763,0,9.589,17.14,22.515,11.251,33.143,29.23,12.152,87.331,0,509.12,0,-4.94,1314484076,22.272,8.867,3.619,221.592,12.491,0.309,12.491,0.198,0.165,0.198,-0.237,-0.309,152.698,180,4.567,0,17.391,0,0,0,9.589,9.968,11.337,0,54.607,41.981,56.304,16.607,9.589,62.937,0,14.535,0,0,0,129.602,5.687,64.85,1.362,2.285,79.853,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,4,18,2,3,1,0,1,1,0,0,0,2,2,1,0,0,0,1.5274,542.02,2.399799238,10.31550479
N#C/C(C#N)=C1OC(C)(C)C(C(C=C2)=CC=C2/C=C/C3=CC=C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)C=C3)=C/1C#N,1.098,2330.226,32.545,25.899,25.899,22.912,15.279,15.279,11.896,11.896,8.616,8.616,6.417,6.417,5.601,15.786,16.905,5.573,33.505,21.806,0,56.327,113.774,4.737,604.226,0.071,-6.61,72217900355,29.12,11.717,5.152,272.981,9.865,0.48,9.865,0.172,0.045,0.172,-0.857,-0.48,187.536,222,9.304,29.382,11.332,0,0,0,0,0,15.786,0,109.214,65.93,22.033,11.033,4.737,39.531,15.786,4.567,0,19.449,0,154.923,35.022,85.53,0,2.324,101.26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,9,5,21,0,3,0,1,0,0,3,1,0,1,0,0,0,0,2,13.4587,668.38,2.289701975,10.2916247
O=C(C1=CSC=C1C/2=O)C2=C\C3=CC=C(/C=C/C4=CN=C(N=C4)C5=CC=C(N6C7=CC=CC=C7C8=C6C=CC=C8)C=C5)S3,0.998,2179.95,28.915,22.599,24.232,21.136,13.702,15.461,10.245,12.136,7.65,9.391,5.563,7.228,0,9.589,17.14,16.951,26.569,44.479,16.836,36.678,87.331,0,591.108,0,-5.24,19722099680,25.468,10.238,4.375,254.29,12.578,0.309,12.578,0.198,0.19,0.198,-0.19,-0.309,176.011,204,4.567,0,17.391,0,0,0,9.589,9.968,11.337,11.337,42.474,60.683,71.622,16.607,9.589,74.274,0,14.535,0,0,0,140.101,17.075,64.85,2.898,2.29,87.479,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,4,20,2,3,1,0,1,1,0,0,0,2,2,1,1,0,0,2.5809,667.75,2.304668237,10.29145431
